Campus Name,CCSF Entity,Lower Grade,Upper Grade,Grade Range,Category,Map Label,Lower Age,Upper Age,General Type,CDS Code,Campus Address,Supervisor District,County FIPS,County Name,lat_long,geometry,area,length,po_name,state,zip
San Francisco University High School,Private,9,12,9-12,Independent / Private,IND321,14,17,IND,EXP 2015-06-15,"3065 JACKSON ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7906570, -122.4453506)",POINT (-122.4453506 37.790657),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
San Francisco Waldorf School,Private,-2,8,PK-8,Independent / Private,IND323,3,13,IND,38684786907927,"2938 WASHINGTON ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7907829, -122.4419098)",POINT (-122.4419098 37.7907829),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Sterne School,Private,5,12,5-12,Independent / Private,IND327,10,17,IND,NOT_FOUND,"2690 JACKSON ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7920570, -122.4393539)",POINT (-122.4393539 37.792057),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Town School For Boys,Private,0,8,K-8,Independent / Private,IND332,5,13,IND,38684786980833,"2750 JACKSON ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7920341, -122.4401321)",POINT (-122.4401321 37.7920341),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Alta Plaza Preschool,Private,-2,-1,PK,Independent / Private,CDC002,3,4,CDC,384000037,"2140 PIERCE ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7902031, -122.4371948)",POINT (-122.4371948 37.7902031),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Calvary Presbyterian Church - Calvary Nursery School,Private,-2,-1,PK,Independent / Private,CDC010,3,4,CDC,380500099,"2515 FILLMORE ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7927132, -122.4350891)",POINT (-122.4350891 37.7927132),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Chibi Chan Preschool,Private,-2,-1,PK,Independent / Private,CDC012,3,4,CDC,384000923,"2012 PINE ST, SAN FRANCISCO, CA 94115",5,6075,SAN FRANCISCO,"(37.7887840, -122.4292908)",POINT (-122.4292908 37.788784),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Cross Cultural Family Center - Bertha E Flemming Center,Private,-2,-1,PK,Independent / Private,CDC022,3,4,CDC,380504073,"1901 OFARRELL ST, SAN FRANCISCO, CA 94115",5,6075,SAN FRANCISCO,"(37.7827110, -122.4362335)",POINT (-122.4362335 37.782711),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Cross Cultural Family Center - Marcus Garvey Center,Private,-2,-1,PK,Independent / Private,CDC023,3,4,CDC,380504742,"1630 EDDY ST, SAN FRANCISCO, CA 94115",5,6075,SAN FRANCISCO,"(37.7815971, -122.4348602)",POINT (-122.4348602 37.7815971),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Economic Opportunity Council Sf - Western Addition Childcare,Private,-2,-1,PK,Independent / Private,CDC034,3,4,CDC,380504379,"1455 GOLDEN GATE AVE, SAN FRANCISCO, CA 94115",5,6075,SAN FRANCISCO,"(37.7789383, -122.4344330)",POINT (-122.434433 37.7789383),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Golden Gate Guppies Preschool,Private,-2,-1,PK,Independent / Private,CDC046,3,4,CDC,384002090,"2426 CALIFORNIA ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7891235, -122.4345093)",POINT (-122.4345093 37.7891235),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Laguna Golden Gate Child Care Center,SFUSD,-2,-1,PK,USD PreK,CDC070,3,4,CDC,SFUSD unknown,"1025 LAGUNA ST, SAN FRANCISCO CA 94115",5,6075,SAN FRANCISCO,"(37.7806358, -122.4273300)",POINT (-122.42733 37.7806358),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Little Childrens Developmental Center,Private,-2,-1,PK,Independent / Private,CDC076,3,4,CDC,384000818,"1223 WEBSTER ST, SAN FRANCISCO, CA 94115",5,6075,SAN FRANCISCO,"(37.7819557, -122.4310455)",POINT (-122.4310455 37.7819557),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Little School,Private,-2,-1,PK,Independent / Private,CDC078,3,4,CDC,384000125,"1520 LYON ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7851372, -122.4447174)",POINT (-122.4447174 37.7851372),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Marin Day School - Congregation Sherith Israel,Private,-2,-1,PK,Independent / Private,CDC087,3,4,CDC,384001298,"2664 CALIFORNIA ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7886467, -122.4382477)",POINT (-122.4382477 37.7886467),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Montessori School Of The Bay Area,Private,-2,-1,PK,Independent / Private,CDC109,3,4,CDC,380505730,"1530 EDDY ST, SAN FRANCISCO, CA 94115",5,6075,SAN FRANCISCO,"(37.7815895, -122.4333115)",POINT (-122.4333115 37.7815895),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Nihonmachi Little Friends - After School Program,Private,-2,-1,PK,Independent / Private,CDC112,3,4,CDC,380504889,"1700 SUTTER ST, SAN FRANCISCO, CA 94115",5,6075,SAN FRANCISCO,"(37.7869186, -122.4286880)",POINT (-122.428688 37.7869186),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Nihonmachi Little Friends - Bush St,Private,-2,-1,PK,Independent / Private,CDC113,3,4,CDC,380504390,"2031 BUSH ST, SAN FRANCISCO, CA 94115",5,6075,SAN FRANCISCO,"(37.7870903, -122.4305878)",POINT (-122.4305878 37.7870903),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Nihonmachi Little Friends - Sutter St,Private,-2,-1,PK,Independent / Private,CDC114,3,4,CDC,380504776,"1830 SUTTER ST, SAN FRANCISCO, CA 94115",5,6075,SAN FRANCISCO,"(37.7867165, -122.4305573)",POINT (-122.4305573 37.7867165),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Phoebe A Hearst Learning Center,Private,-2,-1,PK,Independent / Private,CDC122,3,4,CDC,380500512,"1315 ELLIS ST, SAN FRANCISCO, CA 94114",5,6075,SAN FRANCISCO,"(37.7826805, -122.4279480)",POINT (-122.427948 37.7826805),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Russian Hill School,Private,-2,-1,PK,Independent / Private,CDC129,3,4,CDC,384001346,"2026 DIVISADERO ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7885208, -122.4401932)",POINT (-122.4401932 37.7885208),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Stretch The Imagination Child Care Center,Private,-2,-1,PK,Independent / Private,CDC140,3,4,CDC,384002029,"2509 BUSH ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7860947, -122.4388885)",POINT (-122.4388885 37.7860947),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Wu Yee Child Development Center - Westside,Private,-2,-1,PK,Independent / Private,CDC167,3,4,CDC,384002531,"2400 POST ST, SAN FRANCISCO, CA 94115",5,6075,SAN FRANCISCO,"(37.7844658, -122.4422684)",POINT (-122.4422684 37.7844658),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
"Feinstein, Dianne Feinstein Elementary School",SFUSD,0,5,K-5,USD Grades K-5,PS031,5,10,PS,38684780111427,"2550 25TH AVE, San Francisco, CA 94116",4,6075,SAN FRANCISCO,"(37.7396851, -122.4813690)",POINT (-122.481369 37.7396851),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
"Giannini, A.P. Giannini Middle School",SFUSD,6,8,6-8,USD Grades 6-8,PS039,11,13,PS,38684786059828,"3151 ORTEGA ST, San Francisco, CA 94116",4,6075,SAN FRANCISCO,"(37.7503014, -122.4966660)",POINT (-122.496666 37.7503014),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
"Hearst, Phoebe Apperson Hearst Home",SFUSD,9,12,9-12,USD Grades 9-12,PS045,14,17,PS,38684786041495,"3045 SANTIAGO ST, SAN FRANCISCO 94116",4,6075,SAN FRANCISCO,"(37.7436295, -122.5000534)",POINT (-122.5000534 37.7436295),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
"Hoover, Herbert Hoover Middle School",SFUSD,6,8,6-8,USD Grades 6-8,PS048,11,13,PS,38684786059851,"2290 14TH AVE, San Francisco, CA 94116",7,6075,SAN FRANCISCO,"(37.7455559, -122.4689636)",POINT (-122.4689636 37.7455559),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
"Lincoln, Abraham Lincoln High School",SFUSD,9,12,9-12,USD Grades 9-12,PS067,14,17,PS,38684783833241,"2162 24TH AVE, San Francisco, CA 94116",4,6075,SAN FRANCISCO,"(37.7465935, -122.4802399)",POINT (-122.4802399 37.7465935),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
"Stevenson, Robert Louis Stevenson Elementary School",SFUSD,0,5,K-5,USD Grades K-5,PS109,5,10,PS,38684786041529,"2051 34TH AVE, San Francisco, CA 94116",4,6075,SAN FRANCISCO,"(37.7488441, -122.4927597)",POINT (-122.4927597 37.7488441),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Sunset Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS112,5,10,PS,38684786113997,"1920 41ST AVE, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7505226, -122.4991531)",POINT (-122.4991531 37.7505226),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Ulloa Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS117,5,10,PS,38684786041685,"2650 42ND AVE, San Francisco, CA 94116",4,6075,SAN FRANCISCO,"(37.7373161, -122.4993973)",POINT (-122.4993973 37.7373161),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Edgewood Center For Children And Families,Private,2,12,2-12,Independent / Private,IND239,7,17,IND,38684786908917,"1801 VICENTE ST, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7379837, -122.4862595)",POINT (-122.4862595 37.7379837),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Little People Preschool ,Private,-2,0,PK-K,Independent / Private,IND266,3,5,IND,384001910,"3595 TARAVAL ST, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7415428, -122.5042953)",POINT (-122.5042953 37.7415428),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Lycee Francais De San Francisco,Private,6,12,6-12,Independent / Private,IND269,11,17,IND,38684786939664,"1201 ORTEGA ST, SAN FRANCISCO, CA 94122",4,6075,SAN FRANCISCO,"(37.7519875, -122.4768295)",POINT (-122.4768295 37.7519875),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Parkside Preschool & Kindergarten,Private,-2,0,PK-K,Independent / Private,IND281,3,5,IND,380506198,"2425 19TH AVE, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7426147, -122.4762497)",POINT (-122.4762497 37.7426147),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Saint Cecilia School,Private,0,8,K-8,Independent / Private,IND292,5,13,IND,38684786981690,"600 VICENTE ST, SAN FRANCISCO, CA 94116",7,6075,SAN FRANCISCO,"(37.7398720, -122.4736023)",POINT (-122.4736023 37.739872),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Saint Gabriel Catholic School,Private,0,8,K-8,Independent / Private,IND295,5,13,IND,38684786981765,"2550 41ST AVE, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7395630, -122.4986343)",POINT (-122.4986343 37.739563),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Saint Ignatius College Preparatory,Private,9,12,9-12,Independent / Private,IND296,14,17,IND,38684786939722,"2001 37TH AVE, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7488632, -122.4958191)",POINT (-122.4958191 37.7488632),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Ark Christian Preschool,Private,-2,-1,PK,Independent / Private,CDC006,3,4,CDC,380504714,"3141 VICENTE ST, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7380295, -122.5007858)",POINT (-122.5007858 37.7380295),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Grace Lutheran Church - Grace Infant Care Center,Private,-4,-2,INF,Independent / Private,CDC049,1,3,CDC,380504016,"3201 ULLOA ST, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7402611, -122.4908524)",POINT (-122.4908524 37.7402611),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Happy Day Preschool,Private,-2,-1,PK,Independent / Private,CDC051,3,4,CDC,384001687,"809 TARAVAL ST, SAN FRANCISCO, CA 94116",7,6075,SAN FRANCISCO,"(37.7428360, -122.4748917)",POINT (-122.4748917 37.742836),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Happy Times Nursery School,Private,-2,-1,PK,Independent / Private,CDC052,3,4,CDC,380503588,"1090 QUINTARA ST, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7488556, -122.4767914)",POINT (-122.4767914 37.7488556),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Kai Ming Head Start - Sunset Center,Private,-2,-1,PK,Independent / Private,CDC064,3,4,CDC,384001393,"2800 TARAVAL ST, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7423935, -122.4962769)",POINT (-122.4962769 37.7423935),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Little Footprints Preschool,Private,-2,-1,PK,Independent / Private,CDC077,3,4,CDC,384002156,"2201 VICENTE ST, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7384148, -122.4906998)",POINT (-122.4906998 37.7384148),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Little Star Preschool,Private,-2,-1,PK,Independent / Private,CDC079,3,4,CDC,380504535,"2540 TARAVAL ST, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7425079, -122.4936676)",POINT (-122.4936676 37.7425079),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Little Star Preschool Too,Private,-2,-1,PK,Independent / Private,CDC080,3,4,CDC,384000093,"1105 QUINTARA ST, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7483406, -122.4775696)",POINT (-122.4775696 37.7483406),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Playmates Cooperative Nursery School,Private,-2,-1,PK,Independent / Private,CDC123,3,4,CDC,380504052,"2342 42ND AVE, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7430153, -122.5000763)",POINT (-122.5000763 37.7430153),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Rainbow Montessori Of San Francisco,Private,-2,-1,PK,Independent / Private,CDC126,3,4,CDC,380505779,"2354 24TH AVE, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7435379, -122.4807587)",POINT (-122.4807587 37.7435379),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Rocky Mountain Participation Nursery School,Private,-2,-1,PK,Independent / Private,CDC127,3,4,CDC,380504057,"2475 15TH ST, SAN FRANCISCO, CA 94114",7,6075,SAN FRANCISCO,"(37.7418404, -122.4716034)",POINT (-122.4716034 37.7418404),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Starlight Christian Preschool 2,Private,-2,-1,PK,Independent / Private,CDC139,3,4,CDC,384001536,"3155 VICENTE ST, SAN FRANCISCO, CA 94116",4,6075,SAN FRANCISCO,"(37.7380219, -122.5009766)",POINT (-122.5009766 37.7380219),73713578.4373,42635.9553171,SAN FRANCISCO,CA,94116
Galileo High School,SFUSD,9,12,9-12,USD Grades 9-12,PS035,14,17,PS,38684783831765,"1150 FRANCISCO ST, San Francisco, CA 94109",2,6075,SAN FRANCISCO,"(37.8037910, -122.4241486)",POINT (-122.4241486 37.803791),29239810.9534,30323.9485551,SAN FRANCISCO,CA,94109
Redding Elementary / Early Education,SFUSD,0,5,K-5,USD Grades K-5,PS093,5,10,PS,38684786041511,"1421 PINE ST, San Francisco, CA 94109",3,6075,SAN FRANCISCO,"(37.7895203, -122.4192505)",POINT (-122.4192505 37.7895203),29239810.9534,30323.9485551,SAN FRANCISCO,CA,94109
Spring Valley Elementary / Early Education,SFUSD,0,5,K-5,USD Grades K-5,PS108,5,10,PS,38684786041594,"1451 JACKSON ST, San Francisco, CA 94109",3,6075,SAN FRANCISCO,"(37.7940063, -122.4188156)",POINT (-122.4188156 37.7940063),29239810.9534,30323.9485551,SAN FRANCISCO,CA,94109
Montessori House Of Children,Private,0,1,K-1,Independent / Private,IND276,5,6,IND,380501318,"1187 FRANKLIN ST, SAN FRANCISCO, CA 94109",5,6075,SAN FRANCISCO,"(37.7850456, -122.4234161)",POINT (-122.4234161 37.7850456),29239810.9534,30323.9485551,SAN FRANCISCO,CA,94109
Sacred Heart Cathedral Preparatory,Private,9,12,9-12,Independent / Private,IND287,14,17,IND,38684786939748,"1055 ELLIS ST, SAN FRANCISCO, CA 94109",5,6075,SAN FRANCISCO,"(37.7832870, -122.4231873)",POINT (-122.4231873 37.783287),29239810.9534,30323.9485551,SAN FRANCISCO,CA,94109
Saint Brigid School,Private,0,8,K-8,Independent / Private,IND291,5,13,IND,38684786981682,"2230 FRANKLIN ST, SAN FRANCISCO, CA 94109",2,6075,SAN FRANCISCO,"(37.7951469, -122.4247589)",POINT (-122.4247589 37.7951469),29239810.9534,30323.9485551,SAN FRANCISCO,CA,94109
Stuart Hall High School,Private,9,12,9-12,Independent / Private,IND330,14,17,IND,38684787104631,"1715 OCTAVIA ST, SAN FRANCISCO, CA 94109",5,6075,SAN FRANCISCO,"(37.7886276, -122.4272385)",POINT (-122.4272385 37.7886276),29239810.9534,30323.9485551,SAN FRANCISCO,CA,94109
Kai Ming Head Start - Saint Luke Center,Private,-2,-1,PK,Independent / Private,CDC063,3,4,CDC,384002582,"1755 CLAY ST, SAN FRANCISCO, CA 94109",3,6075,SAN FRANCISCO,"(37.7920609, -122.4221497)",POINT (-122.4221497 37.7920609),29239810.9534,30323.9485551,SAN FRANCISCO,CA,94109
"Milk, Harvey Milk Childrens Center",SFUSD,-2,-1,PK,USD PreK,CDC095,3,4,CDC,SFUSD unknown,"841 ELLIS ST, SAN FRANCISCO CA 94117",6,6075,SAN FRANCISCO,"(37.7838020, -122.4201050)",POINT (-122.420105 37.783802),29239810.9534,30323.9485551,SAN FRANCISCO,CA,94109
Peekadoodle Of San Francisco,Private,-2,-1,PK,Independent / Private,CDC120,3,4,CDC,384002261,"900 NORTH POINT ST STE F100, SAN FRANCISCO, CA 94109",2,6075,SAN FRANCISCO,"(37.8055344, -122.4231873)",POINT (-122.4231873 37.8055344),29239810.9534,30323.9485551,SAN FRANCISCO,CA,94109
Saint Luke School (Sls Preschool),Private,-2,-1,PK,Independent / Private,CDC131,3,4,CDC,384002543,"1335 SUTTER ST, SAN FRANCISCO, CA 94109",2,6075,SAN FRANCISCO,"(37.7872086, -122.4223404)",POINT (-122.4223404 37.7872086),29239810.9534,30323.9485551,SAN FRANCISCO,CA,94109
Independence High School,SFUSD,9,12,9-12,USD Grades 9-12,PS049,14,17,PS,38684783830197,"1350 07TH AVE, San Francisco, CA 94122",5,6075,SAN FRANCISCO,"(37.7632256, -122.4635849)",POINT (-122.4635849 37.7632256),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Jefferson Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS051,5,10,PS,38684786041230,"1725 IRVING ST, San Francisco, CA 94122",4,6075,SAN FRANCISCO,"(37.7630653, -122.4767303)",POINT (-122.4767303 37.7630653),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Jefferson Out Of School (OST) Program,SFUSD,0,5,K-5,USD Grades K-5,PS052,5,10,PS,38684786041230,"1325 18TH AVE, SAN FRANCISCO CA 94122",4,6075,SAN FRANCISCO,"(37.7630615, -122.4763184)",POINT (-122.4763184 37.7630615),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
"Key, Francis Scott Key Elementary/Early Education",SFUSD,0,5,K-5,USD Grades K-5,PS054,5,10,PS,38684786041008,"1530 43RD AVE, San Francisco, CA 94122",4,6075,SAN FRANCISCO,"(37.7580986, -122.5019989)",POINT (-122.5019989 37.7580986),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Lawton Alternative School,SFUSD,0,8,K-8,USD Grades K-8,PS062,5,13,PS,38684786041339,"1570 31ST AVE, San Francisco, CA 94122",4,6075,SAN FRANCISCO,"(37.7580490, -122.4890976)",POINT (-122.4890976 37.758049),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Noriega Early Education School,SFUSD,-2,5,PK-5,USD PreK/TK-5,PS085,3,10,PS,38684780117473,"1775 44TH AVE, San Francisco, CA 94122",4,6075,SAN FRANCISCO,"(37.7538338, -122.5036545)",POINT (-122.5036545 37.7538338),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
"Yu, Alice Fong Yu Alternative School",SFUSD,0,8,K-8,USD Grades K-8,PS127,5,13,PS,38684786113245,"1541 12TH AVE, San Francisco, CA 94122",7,6075,SAN FRANCISCO,"(37.7589645, -122.4696808)",POINT (-122.4696808 37.7589645),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Holy Name Elementary School,Private,0,8,K-8,Independent / Private,IND251,5,13,IND,38684786981278,"1560 40TH AVE, SAN FRANCISCO, CA 94122",4,6075,SAN FRANCISCO,"(37.7576103, -122.4988785)",POINT (-122.4988785 37.7576103),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Little Angels Japanese Preschool,Private,-2,0,PK,Independent / Private,IND265,2,5,IND,384000322,"1457 09TH AVE, SAN FRANCISCO, CA 94122",7,6075,SAN FRANCISCO,"(37.7611313, -122.4664307)",POINT (-122.4664307 37.7611313),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Saint Anne Elementary School,Private,0,8,K-8,Independent / Private,IND288,5,13,IND,38684786981658,"1320 14TH AVE, SAN FRANCISCO, CA 94122",5,6075,SAN FRANCISCO,"(37.7630234, -122.4712830)",POINT (-122.471283 37.7630234),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Woodside International School,Private,9,12,9-12,Independent / Private,IND338,14,17,IND,38684787078710,"1555 IRVING ST, SAN FRANCISCO, CA 94122",5,6075,SAN FRANCISCO,"(37.7634315, -122.4747467)",POINT (-122.4747467 37.7634315),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Angelinas Preschool,Private,-2,-1,PK,Independent / Private,CDC004,3,4,CDC,384001103,"1851 NORIEGA ST, SAN FRANCISCO, CA 94122",4,6075,SAN FRANCISCO,"(37.7536659, -122.4837646)",POINT (-122.4837646 37.7536659),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Cornerstone Academy,Private,-2,-1,PK,Independent / Private,CDC019,3,4,CDC,38684787086192,"1925 LAWTON ST, SAN FRANCISCO, CA 94134",4,6075,SAN FRANCISCO,"(37.7574196, -122.4836655)",POINT (-122.4836655 37.7574196),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Gates And Bridges Preschool,Private,-2,-1,PK,Independent / Private,CDC042,3,4,CDC,380504276,"1601 10TH AVE, SAN FRANCISCO, CA 94112",7,6075,SAN FRANCISCO,"(37.7582550, -122.4671478)",POINT (-122.4671478 37.758255),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Jefferson Early Education School,SFUSD,-2,-1,PK,USD PreK,CDC055,3,4,CDC,380504419,"1350 25TH AVE, San Francisco, CA 94122",4,6075,SAN FRANCISCO,"(37.7623596, -122.4831619)",POINT (-122.4831619 37.7623596),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Kids Kollege Preschool,Private,-2,-1,PK,Independent / Private,CDC067,3,4,CDC,380505246,"3939 LAWTON ST, SAN FRANCISCO, CA 94122",4,6075,SAN FRANCISCO,"(37.7564621, -122.5052414)",POINT (-122.5052414 37.7564621),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Learning Bridge Preschool,Private,-2,-1,PK,Independent / Private,CDC073,3,4,CDC,384000353,"1050 KIRKHAM ST, SAN FRANCISCO, CA 94122",7,6075,SAN FRANCISCO,"(37.7602425, -122.4722061)",POINT (-122.4722061 37.7602425),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
San Francisco Montessori Academy,Private,-2,-1,PK,Independent / Private,CDC133,3,4,CDC,NOT_FOUND,"1566 32ND AVE, SAN FRANCISCO, CA 94122",4,6075,SAN FRANCISCO,"(37.7579918, -122.4903793)",POINT (-122.4903793 37.7579918),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Sunset Cooperative Nursery School,Private,-2,-1,PK,Independent / Private,CDC141,3,4,CDC,384002119,"4245 LAWTON ST, SAN FRANCISCO, CA 94122",4,6075,SAN FRANCISCO,"(37.7563858, -122.5084991)",POINT (-122.5084991 37.7563858),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Ucsf - Marilyn Reed Lucia Child Care Study Center,Private,-2,-1,PK,Independent / Private,CDC149,3,4,CDC,384002158,"610 PARNASSUS AVE, SAN FRANCISCO, CA 94143",5,6075,SAN FRANCISCO,"(37.7630997, -122.4601212)",POINT (-122.4601212 37.7630997),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Ucsf - Parnassus-Kirkham Child Development Center,Private,-2,-1,PK,Independent / Private,CDC150,3,4,CDC,384001814,"10 KIRKHAM ST, SAN FRANCISCO, CA 94143",5,6075,SAN FRANCISCO,"(37.7615242, -122.4611664)",POINT (-122.4611664 37.7615242),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Wah Mei School,Private,-2,-1,PK,Independent / Private,CDC154,3,4,CDC,380504314,"1400 JUDAH ST, SAN FRANCISCO, CA 94122",4,6075,SAN FRANCISCO,"(37.7618599, -122.4773712)",POINT (-122.4773712 37.7618599),115396029.783,52028.9664001,SAN FRANCISCO,CA,94122
Lakeshore Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS059,5,10,PS,38684786041321,"220 MIDDLEFIELD DR, San Francisco, CA 94132",7,6075,SAN FRANCISCO,"(37.7303238, -122.4854202)",POINT (-122.4854202 37.7303238),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
Lowell High School,SFUSD,9,12,9-12,USD Grades 9-12,PS069,14,17,PS,38684783833407,"1101 EUCALYPTUS DR, San Francisco, CA 94132",7,6075,SAN FRANCISCO,"(37.7294350, -122.4830551)",POINT (-122.4830551 37.729435),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
"Ortega, Jose Ortega Elementary School",SFUSD,0,5,K-5,USD Grades K-5,PS087,5,10,PS,38684786041271,"400 SARGENT ST, San Francisco, CA 94132",11,6075,SAN FRANCISCO,"(37.7167816, -122.4666748)",POINT (-122.4666748 37.7167816),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
Brandeis Hillel School Of San Francisco,Private,0,8,K-8,Independent / Private,IND216,5,13,IND,38684786965578,"655 BROTHERHOOD WAY, SAN FRANCISCO, CA 94132",7,6075,SAN FRANCISCO,"(37.7134209, -122.4756393)",POINT (-122.4756393 37.7134209),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
