Campus Name,CCSF Entity,Lower Grade,Upper Grade,Grade Range,Category,Map Label,Lower Age,Upper Age,General Type,CDS Code,Campus Address,Supervisor District,County FIPS,County Name,lat_long,geometry,area,length,po_name,state,zip
Our Lady Of The Visitacion School,Private,0,8,K-8,Independent / Private,IND280,5,13,IND,38684786981559,"785 SUNNYDALE AVE, SAN FRANCISCO, CA 94134",10,6075,SAN FRANCISCO,"(37.7091217, -122.4095459)",POINT (-122.4095459 37.7091217),67516008.0857,44866.5215478,SAN FRANCISCO,CA,94134
San Francisco School,Private,0,8,K-8,Independent / Private,IND319,5,13,IND,38684786980726,"300 GAVEN ST, SAN FRANCISCO, CA 94134",9,6075,SAN FRANCISCO,"(37.7327805, -122.4116974)",POINT (-122.4116974 37.7327805),67516008.0857,44866.5215478,SAN FRANCISCO,CA,94134
Economic Opportunity Council Sf - Delta Preschool,Private,-2,-1,PK,Independent / Private,CDC028,3,4,CDC,380504362,"300 LELAND AVE, SAN FRANCISCO, CA 94134",10,6075,SAN FRANCISCO,"(37.7133789, -122.4095535)",POINT (-122.4095535 37.7133789),67516008.0857,44866.5215478,SAN FRANCISCO,CA,94134
Wu Yee Child Development Center - New Generation,Private,-2,-1,PK,Independent / Private,CDC163,3,4,CDC,384000921,"700 VELASCO AVE, SAN FRANCISCO, CA 94134",10,6075,SAN FRANCISCO,"(37.7101822, -122.4180984)",POINT (-122.4180984 37.7101822),67516008.0857,44866.5215478,SAN FRANCISCO,CA,94134
"Carmichael, Bessie Carmichael (6-8 Campus)",SFUSD,6,8,6-8,USD Grades 6-8,PS012,11,13,PS,38684786040752,"824 HARRISON ST, San Francisco, CA 94107",6,6075,SAN FRANCISCO,"(37.7805595, -122.4004898)",POINT (-122.4004898 37.7805595),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
Downtown High School,SFUSD,9,12,9-12,USD Grades 9-12,PS025,14,17,PS,38684783830064,"693 VERMONT ST, San Francisco, CA 94107",10,6075,SAN FRANCISCO,"(37.7613983, -122.4037018)",POINT (-122.4037018 37.7613983),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
Five Keys Charter,SFUSD,8,12,8-12,USD Charter School,PS032,13,17,PS,38684780101774,"70 OAK GROVE ST, San Francisco, CA 94107",6,6075,SAN FRANCISCO,"(37.7771072, -122.4022293)",POINT (-122.4022293 37.7771072),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
International Studies Academy,SFUSD,6,12,6-12,USD Grades 6-12,PS050,11,17,PS,38684783830353,"655 DE HARO ST, SAN FRANCISCO CA 94107",10,6075,SAN FRANCISCO,"(37.7617035, -122.4006882)",POINT (-122.4006882 37.7617035),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
"King, Thomas Starr King Elementary / Preschool",SFUSD,-2,5,PK-5,"USD PreK, Grades K-5",PS056,3,10,PS,38684786041602,"1215 CAROLINA ST, SAN FRANCISCO, CA 94107",10,6075,SAN FRANCISCO,"(37.7532883, -122.3991928)",POINT (-122.3991928 37.7532883),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
"Webster, Daniel Webster Elementary School",SFUSD,6,12,6-12,USD Grades 6-12,PS122,11,17,PS,38684786040893,"655 DE HARO ST, SAN FRANCISCO CA 94107",10,6075,SAN FRANCISCO,"(37.7620087, -122.4007721)",POINT (-122.4007721 37.7620087),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
"Webster, Daniel Webster Out-Of-School (OST) Program",SFUSD,0,5,K-5,USD Grades K-5,PS123,5,10,PS,38684786040893,"465 MISSOURI ST, San Francisco, CA 94107",10,6075,SAN FRANCISCO,"(37.7605209, -122.3958435)",POINT (-122.3958435 37.7605209),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
Alt School - Dogpatch 1,Private,-1,2,TK-2,Independent / Private,IND202,4,7,IND,38684786148290,"2265 03RD ST, SAN FRANCISCO, CA 94107",10,6075,SAN FRANCISCO,"(37.7611771, -122.3881302)",POINT (-122.3881302 37.7611771),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
Alt School - Dogpatch 2,Private,-1,2,TK-2,Independent / Private,IND203,4,7,IND,NOT_FOUND,"610 20TH ST, SAN FRANCISCO, CA 94107",10,6075,SAN FRANCISCO,"(37.7606621, -122.3879623)",POINT (-122.3879623 37.7606621),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
Alt School - Potrero Hill,Private,-1,8,TK-8,Independent / Private,IND206,4,13,IND,NOT_FOUND,"99 MISOURI ST, SAN FRANCISCO, CA 94107",10,6075,SAN FRANCISCO,"(37.7655067, -122.3965836)",POINT (-122.3965836 37.7655067),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
Alt School - Yerba Buena,Private,-1,8,TK-8,Independent / Private,IND208,4,13,IND,NOT_FOUND,"300 04TH ST, SAN FRANCISCO, CA 94107",6,6075,SAN FRANCISCO,"(37.7817421, -122.4011993)",POINT (-122.4011993 37.7817421),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
Live Oak School,Private,0,8,K-8,Independent / Private,IND267,5,13,IND,38684786981377,"1555 MARIPOSA ST, SAN FRANCISCO, CA 94107",10,6075,SAN FRANCISCO,"(37.7635574, -122.3994675)",POINT (-122.3994675 37.7635574),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
Rise Institute,Private,0,12,K-12,Independent / Private,IND286,5,17,IND,38684787019417,"1760 CESAR CHAVEZ STE R, SAN FRANCISCO, CA 94124",10,6075,SAN FRANCISCO,"(37.7503242, -122.3940582)",POINT (-122.3940582 37.7503242),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
Economic Opportunity Council Sf - Cleo Wallace Childcare,Private,-2,-1,PK,Independent / Private,CDC027,3,4,CDC,380504451,"65 TURNER TER, SAN FRANCISCO, CA 94107",10,6075,SAN FRANCISCO,"(37.7556686, -122.3946991)",POINT (-122.3946991 37.7556686),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
Economic Opportunity Council Sf - Oscaryne Williams Center Of Hope,Private,-2,-1,PK,Independent / Private,CDC031,3,4,CDC,380506485,"65 TURNER TER, SAN FRANCISCO, CA 94107",10,6075,SAN FRANCISCO,"(37.7557983, -122.3949738)",POINT (-122.3949738 37.7557983),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
Friends Of Potrero Hill Preschool,Private,-2,-1,PK,Independent / Private,CDC040,3,4,CDC,384002303,"1060 TENNESSEE ST STE A, SAN FRANCISCO, CA 94107",10,6075,SAN FRANCISCO,"(37.7585602, -122.3895874)",POINT (-122.3895874 37.7585602),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
La Piccola Scuola Italiana Preschool,Private,-2,-1,PK,Independent / Private,CDC069,3,4,CDC,NOT_FOUND,"728 20TH ST, SAN FRANCISCO, CA 94107",10,6075,SAN FRANCISCO,"(37.7606812, -122.3891983)",POINT (-122.3891983 37.7606812),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
Mission Neighborhood Centers - Mission Bay,Private,-2,-1,PK,Independent / Private,CDC103,3,4,CDC,384001138,"150 BERRY ST, SAN FRANCISCO, CA 94107",6,6075,SAN FRANCISCO,"(37.7764931, -122.3929901)",POINT (-122.3929901 37.7764931),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
Ucsf - University Child Care Center - Mission Bay,Private,-2,-1,PK,Independent / Private,CDC152,3,4,CDC,384001586,"1555 6TH ST, SAN FRANCISCO, CA 94158",6,6075,SAN FRANCISCO,"(37.7686768, -122.3939667)",POINT (-122.3939667 37.7686768),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
Wu Yee Child Development Center - Potrero Hill,Private,-2,-1,PK,Independent / Private,CDC165,3,4,CDC,384002515,"824 CAROLINA ST, SAN FRANCISCO, CA 94107",10,6075,SAN FRANCISCO,"(37.7582359, -122.4003143)",POINT (-122.4003143 37.7582359),66294329.949,72456.4318386,SAN FRANCISCO,CA,94107
"Carmichael, Bessie Carmichael K-5 Campus / Early Education",SFUSD,0,8,K-8,USD Grades K-8,PS013,5,13,PS,384001456,"375 07TH ST, San Francisco, CA 94103",6,6075,SAN FRANCISCO,"(37.7763824, -122.4064560)",POINT (-122.406456 37.7763824),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
Marshall Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS072,5,10,PS,38684786041412,"1575 15TH ST, San Francisco, CA 94103",9,6075,SAN FRANCISCO,"(37.7662888, -122.4190216)",POINT (-122.4190216 37.7662888),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
Alt School - Soma,Private,6,8,6-8,Independent / Private,IND207,11,13,IND,38684786148282,"1245 FOLSOM ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"(37.7741814, -122.4104843)",POINT (-122.4104843 37.7741814),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
Bright Horizons - Kansas St,Private,-2,4,PK-4,Independent / Private,IND218,3,9,IND,384002477,"200 KANSAS ST, SAN FRANCISCO, CA 94103",10,6075,SAN FRANCISCO,"(37.7667313, -122.4042130)",POINT (-122.404213 37.7667313),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
Kids By The Bay Preschool,Private,-3,0,PK-K,Independent / Private,IND257,2,5,IND,384001720,"90 7TH ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"(37.7795486, -122.4121017)",POINT (-122.4121017 37.7795486),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
Presidio Knolls School,Private,0,8,K-8,Independent / Private,IND284,5,13,IND,38684786144034,"250 10TH ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"(37.7731895, -122.4137039)",POINT (-122.4137039 37.7731895),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
San Francisco Friends School,Private,0,8,K-8,Independent / Private,IND316,5,13,IND,38684786204762,"250 VALENCIA ST, SAN FRANCISCO, CA 94103",8,6075,SAN FRANCISCO,"(37.7689781, -122.4229050)",POINT (-122.422905 37.7689781),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
Holy Family Day Home,Private,-2,-1,PK,Independent / Private,CDC054,3,4,CDC,380500308,"299 DOLORES ST, SAN FRANCISCO, CA 94103",8,6075,SAN FRANCISCO,"(37.7649918, -122.4257965)",POINT (-122.4257965 37.7649918),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
Love And Learn Nursery School,Private,-2,-1,PK,Independent / Private,CDC084,3,4,CDC,380503540,"1419 HOWARD ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"(37.7733498, -122.4147949)",POINT (-122.4147949 37.7733498),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
Mission Neighborhood Centers - Stevenson,Private,-2,-1,PK,Independent / Private,CDC105,3,4,CDC,384000731,"1320 STEVENSON ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"(37.7714691, -122.4218826)",POINT (-122.4218826 37.7714691),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
Mission Neighborhood Centers - Valencia Gardens,Private,-2,-1,PK,Independent / Private,CDC106,3,4,CDC,384001634,"380 VALENCIA ST, SAN FRANCISCO, CA 94103",8,6075,SAN FRANCISCO,"(37.7670975, -122.4232025)",POINT (-122.4232025 37.7670975),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
South Of Market Child Care - Judith Baker Child Development Center,Private,-2,-1,PK,Independent / Private,CDC136,3,4,CDC,384001365,"685 NATOMA ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"(37.7768059, -122.4114761)",POINT (-122.4114761 37.7768059),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
South Of Market Child Care - Yerba Buena Gardens Child Development Center,Private,-2,-1,PK,Independent / Private,CDC137,3,4,CDC,384000406,"790 FOLSOM ST, SAN FRANCISCO, CA 94107",6,6075,SAN FRANCISCO,"(37.7835121, -122.4008102)",POINT (-122.4008102 37.7835121),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
City College of San Francisco Downtown Center,SFCCD,13,14,13-14,Community College District,CC03,18,19,CC,SFCCD_unknown,"88 4TH ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"(37.7845650, -122.4047241)",POINT (-122.4047241 37.784565),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
City College of San Francisco Gough Street Location,SFCCD,13,14,13-14,Community College District,CC06,18,19,CC,SFCCD_unknown,"33 GOUGH ST, SAN FRANCISCO, CA 94103",6,6075,SAN FRANCISCO,"(37.7719879, -122.4212112)",POINT (-122.4212112 37.7719879),36906106.5495,33638.9331596,SAN FRANCISCO,CA,94103
"Chin, John Yehall Chin Elementary School",SFUSD,0,5,K-5,USD Grades K-5,PS016,5,10,PS,38684786113252,"350 BROADWAY, San Francisco, CA 94133",3,6075,SAN FRANCISCO,"(37.7986107, -122.4032211)",POINT (-122.4032211 37.7986107),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
Francisco Middle School,SFUSD,6,8,6-8,USD Grades 6-8,PS034,11,13,PS,38684786059844,"2190 POWELL ST, San Francisco, CA 94133",3,6075,SAN FRANCISCO,"(37.8045692, -122.4109650)",POINT (-122.410965 37.8045692),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
Garfield Elementary / Early Education,SFUSD,0,5,K-5,USD Grades K-5,PS036,5,10,PS,38684786041040,"420 FILBERT ST, San Francisco, CA 94133",3,6075,SAN FRANCISCO,"(37.8020363, -122.4066925)",POINT (-122.4066925 37.8020363),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
"Parker, Jean Parker Out-Of-School (OST) / Early Education",SFUSD,0,5,K-5,USD Grades K-5,PS088,5,10,PS,38684786041206,"840 BROADWAY, San Francisco, CA 94133",3,6075,SAN FRANCISCO,"(37.7976189, -122.4110413)",POINT (-122.4110413 37.7976189),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
Yick Wo Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS126,5,10,PS,38684786041131,"2245 JONES ST, SAN FRANCISCO, CA 94133",3,6075,SAN FRANCISCO,"(37.8019600, -122.4166107)",POINT (-122.4166107 37.80196),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
Fusion Academy San Francisco,Private,6,12,6-12,Independent / Private,IND244,11,17,IND,38684786143440,"535 PACIFIC AVE FL 3, SAN FRANCISCO, CA 94133",3,6075,SAN FRANCISCO,"(37.7970276, -122.4041824)",POINT (-122.4041824 37.7970276),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
Saints Peter And Paul Elementary School,Private,0,8,K-8,Independent / Private,IND310,5,13,IND,38684786980684,"660 FILBERT ST, SAN FRANCISCO, CA 94133",3,6075,SAN FRANCISCO,"(37.8015976, -122.4102173)",POINT (-122.4102173 37.8015976),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
Economic Opportunity Council Sf - Chinatown Childcare,Private,-2,-1,PK,Independent / Private,CDC026,3,4,CDC,380504308,"715 CHESTNUT ST, SAN FRANCISCO, CA 94134",3,6075,SAN FRANCISCO,"(37.8032150, -122.4152298)",POINT (-122.4152298 37.803215),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
Economic Opportunity Council Sf - Rainbow Preschool,Private,-2,-1,PK,Independent / Private,CDC032,3,4,CDC,380505485,"795 PACIFIC AVE, SAN FRANCISCO, CA 94133",3,6075,SAN FRANCISCO,"(37.7965279, -122.4076385)",POINT (-122.4076385 37.7965279),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
Kai Ming Head Start - North Beach Center,Private,-2,-1,PK,Independent / Private,CDC061,3,4,CDC,384001489,"1188 COLUMBUS AVE, SAN FRANCISCO, CA 94133",3,6075,SAN FRANCISCO,"(37.8048515, -122.4164200)",POINT (-122.41642 37.8048515),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
Teaching Tots Preschool,Private,-2,-1,PK,Independent / Private,CDC144,3,4,CDC,NOT_FOUND_ADDR,"728 PACIFIC AVE STE 706, SAN FRANCISCO, CA 94133",3,6075,SAN FRANCISCO,"(37.7970924, -122.4074707)",POINT (-122.4074707 37.7970924),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
Telegraph Hill Neighborhood Center Child Development Preschool,Private,-2,-1,PK,Independent / Private,CDC145,3,4,CDC,380504793,"660 LOMBARD ST, SAN FRANCISCO, CA 94133",3,6075,SAN FRANCISCO,"(37.8034439, -122.4125366)",POINT (-122.4125366 37.8034439),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
Telegraph Hill Parent Participation Nursery School,Private,-2,-1,PK,Independent / Private,CDC146,3,4,CDC,384002580,"922 JACKSON ST, SAN FRANCISCO, CA 94133",3,6075,SAN FRANCISCO,"(37.7956810, -122.4103775)",POINT (-122.4103775 37.795681),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
Wu Yee Child Development Center - Chinatown Little Sprouts,Private,-2,-1,PK,Independent / Private,CDC158,3,4,CDC,384000804,"831 BROADWAY ST, SAN FRANCISCO, CA 94133",3,6075,SAN FRANCISCO,"(37.7970123, -122.4107132)",POINT (-122.4107132 37.7970123),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
Wu Yee Child Development Center - Generations,Private,-2,-1,PK,Independent / Private,CDC159,3,4,CDC,380505707,"1010 MONTGOMERY ST, SAN FRANCISCO, CA 94133",3,6075,SAN FRANCISCO,"(37.7984924, -122.4037094)",POINT (-122.4037094 37.7984924),21552448.565,43114.3623601,SAN FRANCISCO,CA,94133
Chinese Education Center Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS017,5,10,PS,38684786089569,"657 MERCHANT ST, SAN FRANCISCO, CA 94111",3,6075,SAN FRANCISCO,"(37.7947693, -122.4040604)",POINT (-122.4040604 37.7947693),9973098.48964,31453.7823665,SAN FRANCISCO,CA,94111
Alt School - North Beach,Private,-1,8,TK-8,Independent / Private,IND205,4,13,IND,NOT_FOUND,"838 KEARNY STREET, SAN FRANCISCO, CA 94108",3,6075,SAN FRANCISCO,"(37.7958107, -122.4048920)",POINT (-122.404892 37.7958107),9973098.48964,31453.7823665,SAN FRANCISCO,CA,94111
Saint Marys School,Private,0,8,K-8,Independent / Private,IND300,5,13,IND,38684786981997,"838 KEARNY STREET, SAN FRANCISCO, CA 94108",3,6075,SAN FRANCISCO,"(37.7959442, -122.4049072)",POINT (-122.4049072 37.7959442),9973098.48964,31453.7823665,SAN FRANCISCO,CA,94111
Kai Ming Head Start - Battery Center,Private,-2,-1,PK,Independent / Private,CDC059,3,4,CDC,384001838,"820 BATTERY ST, SAN FRANCISCO, CA 94111",3,6075,SAN FRANCISCO,"(37.7989731, -122.4005814)",POINT (-122.4005814 37.7989731),9973098.48964,31453.7823665,SAN FRANCISCO,CA,94111
City College of San Francisco Chinatown North Beach Center,SFCCD,13,14,13-14,Community College District,CC01,18,19,CC,SFCCD_unknown,"808 KEARNY ST, SAN FRANCISCO, CA 94108",7,6075,SAN FRANCISCO,"(37.7955551, -122.4047012)",POINT (-122.4047012 37.7955551),9973098.48964,31453.7823665,SAN FRANCISCO,CA,94111
Chinese Immersion School At Deavila,SFUSD,0,4,K-4,USD Grades K-4,PS018,5,9,PS,38684780120386,"1250 WALLER ST, San Francisco, CA 94117",5,6075,SAN FRANCISCO,"(37.7698288, -122.4442749)",POINT (-122.4442749 37.7698288),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
Grattan Elementary / Early Education,SFUSD,-2,5,PK-5,"USD PreK-4, Grades K-5",PS041,3,10,PS,38684786041115,"165 GRATTAN ST, San Francisco, CA 94117",5,6075,SAN FRANCISCO,"(37.7634926, -122.4504242)",POINT (-122.4504242 37.7634926),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
New Traditions Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS084,5,10,PS,38684786097919,"2049 GROVE ST, San Francisco, CA 94117",5,6075,SAN FRANCISCO,"(37.7738838, -122.4502640)",POINT (-122.450264 37.7738838),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
"Wells, Ida B. Wells High School",SFUSD,9,12,9-12,USD Grades 9-12,PS124,14,17,PS,38684783830031,"1099 HAYES ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"(37.7750130, -122.4338989)",POINT (-122.4338989 37.775013),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
Alt School - Alamo Square,Private,0,5,K-5,Independent / Private,IND201,5,10,IND,38684786148274,"735 FELL ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"(37.7747879, -122.4302063)",POINT (-122.4302063 37.7747879),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
Discovery Center School,Private,0,12,K-12,Independent / Private,IND236,5,17,IND,NOT_FOUND,"1442 FULTON ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"(37.7768364, -122.4406052)",POINT (-122.4406052 37.7768364),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
Fei Tian Academy Of The Arts California,Private,0,12,K-12,Independent / Private,IND242,5,17,IND,38684786139463,"1950 PAGE ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"(37.7704773, -122.4530029)",POINT (-122.4530029 37.7704773),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
La Scuola International School,Private,0,8,K-8,Independent / Private,IND260,5,13,IND,38684786144257,"735 FELL ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"(37.7749214, -122.4300461)",POINT (-122.4300461 37.7749214),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
Lycee Francais De San Francisco,Private,-2,5,PK-5,Independent / Private,IND270,3,10,IND,38684786146369,"755 ASHBURY ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"(37.7679710, -122.4469681)",POINT (-122.4469681 37.767971),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
Urban School Of San Francisco,Private,9,12,9-12,Independent / Private,IND333,14,17,IND,38684786938930,"1563 PAGE ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"(37.7708321, -122.4463501)",POINT (-122.4463501 37.7708321),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
Cross Cultural Family Center - Mary Lane Infant And Toddler Center,Private,-2,-1,PK,Independent / Private,CDC024,3,4,CDC,384001117,"1 WEBSTER ST, SAN FRANCISCO, CA 94123",8,6075,SAN FRANCISCO,"(37.7696991, -122.4284744)",POINT (-122.4284744 37.7696991),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
Faces Sf Child Development Program - Haight Ashbury/Masonic,Private,-2,-1,PK,Independent / Private,CDC037,3,4,CDC,384002201,"1101 MASONIC AVE, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"(37.7708893, -122.4458694)",POINT (-122.4458694 37.7708893),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
Haight Ashbury Community Nursery School,Private,-2,-1,PK,Independent / Private,CDC050,3,4,CDC,380500254,"1180 STANYAN ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"(37.7624512, -122.4518890)",POINT (-122.451889 37.7624512),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
Our Victorian Schoolhouse,Private,-2,-1,PK,Independent / Private,CDC117,3,4,CDC,384001973,"823 DIVISIDERO ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"(37.7772408, -122.4386368)",POINT (-122.4386368 37.7772408),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
Pacific Primary - Orange Sun School,Private,-2,-1,PK,Independent / Private,CDC118,3,4,CDC,384001816,"1501 GROVE ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"(37.7752838, -122.4416046)",POINT (-122.4416046 37.7752838),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
Pacific Primary - Yellow Sun School,Private,-2,-1,PK,Independent / Private,CDC119,3,4,CDC,380500491,"1500 GROVE ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"(37.7756577, -122.4417343)",POINT (-122.4417343 37.7756577),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
City College of San Francisco John Adams Center,SFCCD,13,14,13-14,Community College District,CC07,18,19,CC,SFCCD_unknown,"1860 HAYES ST, SAN FRANCISCO, CA 94117",5,6075,SAN FRANCISCO,"(37.7740860, -122.4471893)",POINT (-122.4471893 37.774086),33954482.7702,33260.7442902,SAN FRANCISCO,CA,94117
"Cobb, Dr. William L. Cobb Elementary School / Preschool",SFUSD,-2,5,PK-5,USD PreK-5,PS022,3,10,PS,38684786040968,"2725 CALIFORNIA ST, San Francisco, CA 94115",2,6075,SAN FRANCISCO,"(37.7876778, -122.4395523)",POINT (-122.4395523 37.7876778),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Creative Arts Charter School,SFUSD,0,8,K-8,USD Charter School,PS023,5,13,PS,38684786112601,"1601 TURK ST, San Francisco, CA 94115",5,6075,SAN FRANCISCO,"(37.7798042, -122.4360733)",POINT (-122.4360733 37.7798042),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Gateway High School / Kipp Sf Bay Academy,SFUSD,9,12,9-12,USD Charter School,PS037,14,17,PS,38684783830437,"1430 SCOTT ST, San Francisco, CA 94115",5,6075,SAN FRANCISCO,"(37.7832642, -122.4366913)",POINT (-122.4366913 37.7832642),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Gateway Middle School,SFUSD,-2,5,PK-5,USD Charter School; PreK-5,PS038,3,10,PS,38684780123265,"1512 GOLDEN GATE AVE, SAN FRANCISCO CA 94115",5,6075,SAN FRANCISCO,"(37.7794189, -122.4359207)",POINT (-122.4359207 37.7794189),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
"Parks, Rosa Parks Japanese Bilingual Bicultural Program / Weill, Raphael Weill  Early Education",SFUSD,0,5,K-5,"USD Grades K-5, PreK-5",PS089,5,10,PS,38684786041503,"1501 OFARRELL ST, San Francisco, CA 94115",5,6075,SAN FRANCISCO,"(37.7830086, -122.4295044)",POINT (-122.4295044 37.7830086),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Drew School,Private,9,12,9-12,Independent / Private,IND237,14,17,IND,38684786939557,"2901 CALIFORNIA ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7876434, -122.4423218)",POINT (-122.4423218 37.7876434),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Hearing & Speech Center Of Northern California,Private,-2,0,PK-K,Independent / Private,IND248,3,5,IND,38684786980700,"1234 DIVISADERO ST, SAN FRANCISCO, CA 94115",5,6075,SAN FRANCISCO,"(37.7811737, -122.4387283)",POINT (-122.4387283 37.7811737),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Hillwood Academic Day School,Private,1,8,1-8,Independent / Private,IND250,6,13,IND,38684786939607,"2521 SCOTT ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7933235, -122.4401169)",POINT (-122.4401169 37.7933235),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
Jewish Community High School Of The Bay,Private,9,12,9-12,Independent / Private,IND253,14,17,IND,38684786200554,"1835 ELLIS ST, SAN FRANCISCO, CA 94115",5,6075,SAN FRANCISCO,"(37.7816505, -122.4366760)",POINT (-122.436676 37.7816505),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
San Francisco Public Montessori,Private,-2,5,PK-5,Independent / Private,IND318,3,10,IND,38684780123117,"2340 JACKSON ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7928658, -122.4336014)",POINT (-122.4336014 37.7928658),30561656.884,24300.4390242,SAN FRANCISCO,CA,94115
