City,State,ZIP,ZillowID,sqft,latitude,lontitude,Price,ZPrice,ZRent,Income,Poverty,Degree,CostofLiving
San Francisco,CA,94109,2094750924,37.794016,-122.41662,1225,5340,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2103222025,37.787407,-122.417631,480,2295,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094759969,37.793727,-122.424709,,5600,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2104126894,37.790787,-122.414253,,7200,1747146,6800,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094760152,37.78959,-122.42295,743,899000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2096566251,37.788107,-122.423346,1266,1690000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2110517671,37.792901,-122.429118,1000,4700,1130941,4575,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094763166,37.797235,-122.419504,,4000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2100720924,37.792315,-122.423738,,2595,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095390537,37.78708,-122.427698,,2500,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2105190739,37.803676,-122.423127,,2200,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,89238348,37.787807,-122.428291,934,899000,994172,4046,66276,13.7,63.2,159.9
San Francisco,CA,94109,15069101,37.789945,-122.412735,802,775000,770324,3800,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094773734,37.78927,-122.42121,1132,1422000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094773736,37.78927,-122.42121,742,1019500,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094773735,37.78927,-122.42121,1398,1759500,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2096183976,37.789458,-122.423562,989,1212000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,63196182,37.793557,-122.414604,,2595000,2683539,8148,66276,13.7,63.2,159.9
San Francisco,CA,94109,2100953629,37.787477,-122.417094,,2450,1030636,2550,66276,13.7,63.2,159.9
San Francisco,CA,94109,15076330,37.78675,-122.424235,1316,1250000,1321347,4695,66276,13.7,63.2,159.9
San Francisco,CA,94109,15064609,37.802352,-122.420572,3111,3150000,3281306,9999,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094779653,37.793501,-122.424856,,2995,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15067485,37.794564,-122.415103,1321,1350000,1414575,5000,66276,13.7,63.2,159.9
San Francisco,CA,94109,15068916,37.790348,-122.412568,450,595000,568924,2995,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094784498,37.788107,-122.423346,2076,4245000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15070872,37.802157,-122.423737,1248,999000,1149640,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094786637,37.78927,-122.42121,423,603500,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094786941,37.790308,-122.412875,,2350,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094787110,37.791806,-122.415023,,2595,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094787724,37.79168,-122.42161,,3750000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094788364,37.791911,-122.420595,,2295,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15077079,37.78482,-122.423994,840,735000,770165,3400,66276,13.7,63.2,159.9
San Francisco,CA,94109,15076934,37.784298,-122.427058,1102,949000,1038457,4000,66276,13.7,63.2,159.9
San Francisco,CA,94109,63196181,37.793557,-122.414604,,945000,975915,4000,66276,13.7,63.2,159.9
San Francisco,CA,94109,2096831687,37.789026,-122.417722,1600,4495,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2096566250,37.788107,-122.423346,1325,1495000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,89240546,37.78952,-122.412277,560,3200,600545,3400,66276,13.7,63.2,159.9
San Francisco,CA,94109,15068820,37.790348,-122.412568,450,550000,557551,2950,66276,13.7,63.2,159.9
San Francisco,CA,94109,2109118875,37.790771,-122.424394,,3100,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15066983,37.795881,-122.4179,1040,5845,1171191,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2113936760,37.80028,-122.423322,876,3195,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2096566245,37.788107,-122.423346,1076,1405000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094816356,37.801526,-122.424972,600,3000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15074826,37.79067,-122.426065,1912,6800,1980187,6800,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094816975,37.795296,-122.41754,,3150,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094817046,37.791714,-122.416071,,3100,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15075496,37.788567,-122.42406,2300,2000000,2355863,6250,66276,13.7,63.2,159.9
San Francisco,CA,94109,2105778286,37.799403,-122.421138,,4200,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094822899,37.787465,-122.424474,,1950,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15068264,37.791383,-122.416698,1139,4095,3201250,4895,66276,13.7,63.2,159.9
San Francisco,CA,94109,2104040611,37.782887,-122.418623,423,2695,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094829975,37.802652,-122.424059,,4800,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2101232649,37.794406,-122.428692,,4995,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15073120,37.79431,-122.42961,916,875000,940020,3900,66276,13.7,63.2,159.9
San Francisco,CA,94109,96012407,37.793865,-122.416917,1396,4900,1726057,4900,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095478807,37.789458,-122.423562,1485,2675000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2096566246,37.788107,-122.423346,699,960000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094851833,37.792092,-122.414658,,3800,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094852311,37.79003,-122.41569,1722,1549000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094855970,37.787456,-122.427771,,3600,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094856825,37.80068,-122.41903,811,749000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094857709,37.790493,-122.415346,325,2000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094857943,37.794803,-122.421175,540,2875,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094862390,37.788056,-122.423253,,3995,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2106716060,37.783821,-122.416168,,1900,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094866310,37.800059,-122.422873,,2995,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2099413364,37.784496,-122.419462,450,1975,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15074965,37.78958,-122.42453,787,699000,755419,3800,66276,13.7,63.2,159.9
San Francisco,CA,94109,80741160,37.795389,-122.429114,2000,2695000,2857249,8679,66276,13.7,63.2,159.9
San Francisco,CA,94109,2102163486,37.791043,-122.414602,,3600,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094882693,37.794677,-122.41503,,3100,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2114997310,37.790522,-122.426334,375,2195,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094885132,37.792035,-122.418969,450,2650,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094886038,37.790292,-122.422967,986,4595,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2101416072,37.783884,-122.418489,,2595,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15069277,37.788404,-122.41326,807,,1666330,6500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094891993,37.787234,-122.418729,295,2195,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,51082425,37.79987,-122.42284,1279,5900,1306716,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,15072736,37.795275,-122.4298,1030,5500,1174124,5000,66276,13.7,63.2,159.9
San Francisco,CA,94109,2096566252,37.788107,-122.423346,1273,1495000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2096191969,37.785896,-122.424449,1060,,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15064664,37.801738,-122.419015,1433,2295000,2333457,6886,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094905149,37.786981,-122.416802,,2395,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094918715,37.786113,-122.415754,,2095,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095348724,37.79157,-122.418257,900,3500,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094926026,37.789955,-122.425618,,2725,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094926973,37.78716,-122.41934,1002,799000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094926972,37.78716,-122.41934,892,849000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2098884623,37.792569,-122.422249,1143,1625000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094928954,37.79291,-122.42241,989,1269000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094928955,37.79291,-122.42241,600,829000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15072080,37.797885,-122.42425,631,599000,645411,3395,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094930965,37.802563,-122.42517,775,2595,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2103973586,37.79373,-122.42468,,2995,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094932855,37.79509,-122.41629,4540,1950000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094941211,37.790292,-122.422967,636,4200,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094941209,37.790292,-122.422967,698,3795,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,96025480,37.787574,-122.419425,1198,1050000,1161045,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2112018155,37.785896,-122.424449,2233,8800,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,63196335,37.791077,-122.414339,607,689000,730226,3500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2138366050,37.794689,-122.425657,2000,9100,2283755,6823,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094951364,37.793075,-122.424924,,2795,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15068297,37.791537,-122.418539,1149,,1103867,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,15070901,37.802211,-122.422067,2029,14495,3228639,10000,66276,13.7,63.2,159.9
San Francisco,CA,94109,2119405054,37.788688,-122.420303,514,3300,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094970581,37.797517,-122.422546,1702,4500,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2137718948,37.791564,-122.424607,967,,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2125993441,37.794665,-122.429717,2200,7495,2318801,7350,66276,13.7,63.2,159.9
San Francisco,CA,94109,2094988537,37.795322,-122.426719,,11000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,51082380,37.805116,-122.421667,1000,,1568145,5000,66276,13.7,63.2,159.9
San Francisco,CA,94109,15073640,37.794168,-122.426243,,,1120522,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095002245,37.793986,-122.42981,2200,7495,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095005578,37.798824,-122.419265,,4285000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2110878082,37.785019,-122.416854,,2195,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15068951,37.790348,-122.412568,,3500,638698,3500,66276,13.7,63.2,159.9
San Francisco,CA,94109,15065511,37.799981,-122.418644,1205,,1552421,5500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2131444197,37.794609,-122.419242,4718,2500000,3701567,6500,66276,13.7,63.2,159.9
San Francisco,CA,94109,15074834,37.790666,-122.424373,7885,7998000,8063548,24460,66276,13.7,63.2,159.9
San Francisco,CA,94109,2099080990,37.795278,-122.415157,955,4995,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095025826,37.787158,-122.419334,982,749000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2117084752,37.787158,-122.419334,1131,995000,1123360,3500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095030594,37.794652,-122.417558,850,4500,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095030590,37.793727,-122.424709,,5500,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095043708,37.801511,-122.423153,1150,7000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095050789,37.787825,-122.414329,,2775,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2129203778,37.786986,-122.414661,750,4500,883531,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2141498967,37.791955,-122.41612,1214,,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095057275,37.786708,-122.426111,,6195,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2104297745,37.785087,-122.420674,1256,4650,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15067810,37.793575,-122.417495,738,,4388580,9500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095086406,37.7932,-122.4208,,5495,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15069182,37.790075,-122.414729,390,455000,488331,2795,66276,13.7,63.2,159.9
San Francisco,CA,94109,15074862,37.790911,-122.423374,1456,1290000,1462308,4897,66276,13.7,63.2,159.9
San Francisco,CA,94109,15063314,37.805858,-122.421537,1401,,1826376,5950,66276,13.7,63.2,159.9
San Francisco,CA,94109,15074860,37.790911,-122.423374,1222,1150000,1233238,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095121026,37.794118,-122.41834,1665,6995,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095779487,37.795536,-122.425067,,5300,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2124239277,37.799951,-122.422159,,2495,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,111710723,37.783241,-122.420478,1022,,860754,3800,66276,13.7,63.2,159.9
San Francisco,CA,94109,64972118,37.783118,-122.426853,1200,4200,1094315,4300,66276,13.7,63.2,159.9
San Francisco,CA,94109,2105932610,37.798613,-122.421309,,4650,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095162882,37.788397,-122.425614,,2050,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,67394895,37.788839,-122.42127,1437,1395000,1417843,4900,66276,13.7,63.2,159.9
San Francisco,CA,94109,2096445115,37.792272,-122.422323,1293,1785000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15073508,37.793443,-122.429062,2150,4950000,4805465,14582,66276,13.7,63.2,159.9
San Francisco,CA,94109,2108556865,37.794333,-122.429153,1100,4200,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2096815165,37.789026,-122.417722,1400,3995,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15076991,37.78482,-122.423994,1500,1175000,1233861,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,15069123,37.789945,-122.412735,1010,,862026,3800,66276,13.7,63.2,159.9
San Francisco,CA,94109,2100434341,37.787753,-122.412522,,3200,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,80741576,37.803046,-122.421076,1224,1750000,1233090,4650,66276,13.7,63.2,159.9
San Francisco,CA,94109,15077033,37.78482,-122.423994,550,639900,637321,2950,66276,13.7,63.2,159.9
San Francisco,CA,94109,2102626852,37.800648,-122.421275,,3195,2631864,3195,66276,13.7,63.2,159.9
San Francisco,CA,94109,15076303,37.786361,-122.425831,1094,675000,862032,4000,66276,13.7,63.2,159.9
San Francisco,CA,94109,2102645109,37.79826,-122.41886,900,4995,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,63196537,37.805426,-122.424814,,650000,1211794,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,96014269,37.788707,-122.418395,1573,7150,1766060,6500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2096815163,37.789026,-122.417722,600,3495,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15075011,37.789305,-122.42523,1117,,546227,2767,66276,13.7,63.2,159.9
San Francisco,CA,94109,2101691039,37.793225,-122.414482,,3500,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15074186,37.791618,-122.422098,1091,998000,1172349,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,15073868,37.793519,-122.424316,573,,1598886,5200,66276,13.7,63.2,159.9
San Francisco,CA,94109,2112877129,37.794714,-122.422022,,4000,1227841,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,15067430,37.795023,-122.418909,1200,5000,1384706,4750,66276,13.7,63.2,159.9
San Francisco,CA,94109,2098098412,37.797411,-122.424145,711,3395,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15073015,37.7951,-122.42622,1129,,1242271,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2098137700,37.793449,-122.421896,,2975,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095305929,37.797608,-122.418495,1000,3600,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15073607,37.79386,-122.425865,1013,,1975320,6500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095305551,37.792467,-122.418017,560,,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,123174955,37.788066,-122.418065,994,,1227432,4980,66276,13.7,63.2,159.9
San Francisco,CA,94109,2099992777,37.795492,-122.428126,900,4400,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15077004,37.78482,-122.423994,891,,760453,3400,66276,13.7,63.2,159.9
San Francisco,CA,94109,2104382539,37.789767,-122.415219,,1575,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,123597843,37.788066,-122.418065,1151,6000,1309865,5008,66276,13.7,63.2,159.9
San Francisco,CA,94109,15076220,37.786361,-122.425831,715,365000,433054,3300,66276,13.7,63.2,159.9
San Francisco,CA,94109,15071611,37.799539,-122.42152,953,790000,877063,3850,66276,13.7,63.2,159.9
San Francisco,CA,94109,63196518,37.805426,-122.424814,,,1342306,4600,66276,13.7,63.2,159.9
San Francisco,CA,94109,15067778,37.793638,-122.415398,2060,3423000,3226847,7600,66276,13.7,63.2,159.9
San Francisco,CA,94109,2099910596,37.788876,-122.424317,3200,13000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2103203149,37.79219,-122.42261,,3850,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15073816,37.793519,-122.424316,1000,849000,875658,3995,66276,13.7,63.2,159.9
San Francisco,CA,94109,15064668,37.80136,-122.419045,1663,,3358100,12500,66276,13.7,63.2,159.9
San Francisco,CA,94109,63195996,37.803046,-122.421076,1849,,2957192,8975,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095413306,37.787045,-122.415948,372,1995,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,51082381,37.805029,-122.419864,2153,6995,3423606,10368,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095436841,37.789152,-122.41391,,2095,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15067849,37.792576,-122.415725,3420,3500000,3600372,13000,66276,13.7,63.2,159.9
San Francisco,CA,94109,68961223,37.80412,-122.419814,6305,12000000,11057382,33554,66276,13.7,63.2,159.9
San Francisco,CA,94109,15073130,37.79431,-122.42961,1660,5200,2050220,5695,66276,13.7,63.2,159.9
San Francisco,CA,94109,2110694286,37.792417,-122.415008,,3000,2303664,4900,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095478808,37.789233,-122.42355,1485,2675000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,69818928,37.789565,-122.426192,814,,2099138,6500,66276,13.7,63.2,159.9
San Francisco,CA,94109,117672212,37.793213,-122.423744,956,5295,1142484,5195,66276,13.7,63.2,159.9
San Francisco,CA,94109,15077139,37.78509,-122.42068,758,749000,767855,3450,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095494692,37.788107,-122.423346,1076,1445000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15064586,37.802352,-122.420572,2001,2675000,2683294,8143,66276,13.7,63.2,159.9
San Francisco,CA,94109,2099685910,37.792958,-122.425874,900,4600,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095518031,37.789329,-122.415387,220,1800,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,124398004,37.792272,-122.422323,1231,1675000,1633559,5500,66276,13.7,63.2,159.9
San Francisco,CA,94109,15068299,37.791169,-122.418365,433,,1230102,4600,66276,13.7,63.2,159.9
San Francisco,CA,94109,15071633,37.798799,-122.424476,576,,4564549,11500,66276,13.7,63.2,159.9
San Francisco,CA,94109,15070994,37.800755,-122.42357,1218,,981848,3995,66276,13.7,63.2,159.9
San Francisco,CA,94109,15069097,37.789945,-122.412735,880,3800,826504,3800,66276,13.7,63.2,159.9
San Francisco,CA,94109,15067848,37.792373,-122.415343,487,,2607120,6100,66276,13.7,63.2,159.9
San Francisco,CA,94109,15073557,37.793825,-122.426135,932,,1365879,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095582428,37.79124,-122.425067,1500,4050,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,67447644,37.785087,-122.420677,1095,899000,954786,4100,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095606638,37.799765,-122.420471,678,,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,49815216,37.791537,-122.418539,1162,,1227783,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,15074217,37.791618,-122.422098,1044,,1176248,4600,66276,13.7,63.2,159.9
San Francisco,CA,94109,2103083219,37.783158,-122.414958,,2025,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15066196,37.798234,-122.417394,930,925000,991686,4000,66276,13.7,63.2,159.9
San Francisco,CA,94109,96011558,37.788085,-122.419586,1044,,968427,4000,66276,13.7,63.2,159.9
San Francisco,CA,94109,15076760,37.78587,-122.424455,897,,1238920,4900,66276,13.7,63.2,159.9
San Francisco,CA,94109,2103140209,37.789845,-122.413515,319,1825,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095682469,37.790425,-122.414294,642,4200,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095687336,37.794784,-122.417648,2200,1699000,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2096250259,37.789592,-122.42295,786,,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095719179,37.795536,-122.425067,,4600,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2104173242,37.80651,-122.42169,2000,8475,2283822,7850,66276,13.7,63.2,159.9
San Francisco,CA,94109,63196402,37.787775,-122.412943,850,838000,835264,3700,66276,13.7,63.2,159.9
San Francisco,CA,94109,15077136,37.78509,-122.42068,876,,643277,3300,66276,13.7,63.2,159.9
San Francisco,CA,94109,2096213989,37.789592,-122.42295,1076,,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095752904,37.790347,-122.412567,450,2500,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,80756157,37.800336,-122.419345,2210,2295000,2632619,7990,66276,13.7,63.2,159.9
San Francisco,CA,94109,15076695,37.786755,-122.4225,998,,767214,3450,66276,13.7,63.2,159.9
San Francisco,CA,94109,15076479,37.78675,-122.424235,811,,1828966,6600,66276,13.7,63.2,159.9
San Francisco,CA,94109,2104623775,37.801353,-122.422356,1600,350,2074487,6500,66276,13.7,63.2,159.9
San Francisco,CA,94109,15067429,37.794989,-122.419187,1136,,1670813,5750,66276,13.7,63.2,159.9
San Francisco,CA,94109,123174828,37.788066,-122.418065,,,852326,3800,66276,13.7,63.2,159.9
San Francisco,CA,94109,117672825,37.793212,-122.423744,1042,,925690,3995,66276,13.7,63.2,159.9
San Francisco,CA,94109,15068278,37.791386,-122.416696,909,,1135190,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,15074244,37.791564,-122.424608,1050,,1510154,5000,66276,13.7,63.2,159.9
San Francisco,CA,94109,15076248,37.786361,-122.425831,1116,725000,835841,3950,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095900103,37.787884,-122.413069,473,2795,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15077020,37.78482,-122.423994,600,,1215825,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,117672216,37.793213,-122.423744,1254,,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095937984,37.805729,-122.420373,,3600,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,15077002,37.78482,-122.423994,1500,4395,1296408,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,15073025,37.795331,-122.425348,856,,1821616,5501,66276,13.7,63.2,159.9
San Francisco,CA,94109,2095972805,37.789593,-122.422951,1216,,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2101290961,37.793225,-122.414482,,3200,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2102947568,37.7928,-122.41439,,3500,,,66276,13.7,63.2,159.9
San Francisco,CA,94109,2133541209,37.7951,-122.426415,,9995,1457262,4500,66276,13.7,63.2,159.9
San Francisco,CA,94109,15069585,37.78524,-122.415125,3591,3950000,4319262,14449,66276,13.7,63.2,159.9
